ItemID,Sentiment,SentimentText
1037068,0,lying in bed catching up on my sleep since i ve been up all week
1037069,0,lying in bed dreading work at 3 until 10 ugggh
1037070,0,lying in bed eating chips i really miss him
1037071,0,lying in bed feeling sorry for myself as i am really poorly
1037072,0,lying in bed i m sick sucks but my cuz is here to entertain me
1037073,0,lying in bed in my new room drinking medlemon i hate being sick
1037074,0,lying in bed in the middle of the day without matthew
1037075,1,lying in bed listening to my sisters scary dream and smiling coz its nice outside again today
1037076,0,lying in bed thinkin that im gonna have to go hospital tomorow
1037077,0,lying in bed thinking how to make the day go faster
1037078,1,lying in bed waiting for my hot chocolate to arrive and watching inbetweeners
1037079,0,lying in bed watching dr who a few days of relaxation before studying for exams
1037080,1,lying in bed watching hollyoaks
1037081,0,lying in bed wishing the kitchen was magically in her bedroom hungry 
1037082,0,lying in bed with a fractured foot ouchhhhhhhh have to be with cruches for a month no 
1037083,1,lying in bed with my laptop and tv on it s good to be home on the weekend 
1037084,1,lying in bed i feel to ill to get up
1037085,0,lying in bed missing my boytoy iloveyou giles lt 3
1037086,0,lying in bed watching scrubs still pretty tired http yfrog com 5ia5xnj
1037087,0,lying in bed bunged up big time need to get hay fever tablet stat 
1037088,0,lying in bed im trying to figure out how to use twitter please help me out
1037089,0,lying in bed i don t feel well at all
1037090,0,lying in my bed feeling ill again about to start watching my fifth film nothing else to do
1037091,1,lying in my bed with petey and baikie fair smashed already woo
1037092,1,lying in my bed trying to sleep again again again 
1037093,1,lying in the hot colorado sun soaking up the rays
1037094,0,lying next to delilah having a slight headache watching imagination movers 
1037095,1,lying on laura s trampoline in the sun definitely time for an ice lollyy 
1037096,0,lying on my bed thinking damn it s gunna be such a crapy day
1037097,0,lying on my floor insanely hungry i think i might pass out and i m not aloud food until dinner which is in a bloody hour 
1037098,0,lying on the couch wishing i was out walking oh well watching a moviee kinda bored though oh darnnn
1037099,0,lying on the sofa resting my leg 
1037100,0,lying on the sofa this is gna make me stress more why do i stress so much sick 3times now wahey i fucking hate being ill
1037101,1,lying on the sun lounger gemmas rave tonight should be a reet laugh looking forward to tomorrow aswell
1037102,1,lyka left so might as well go too feels guilty totally neglected max and chatted with lyka for 4 hours i think it was worth it 
1037103,1,lykeee teal hair mayb pics tomarrow mastamind shit if only u knew 
1037104,1,lykke li but its all about lady gaga amp amp fashion
1037105,0,lynda got me some awesome vans for my birthday but they re too small pregnancy made my feet bigger
1037106,0,lyndons sleep no night of till friday we can go then though
1037107,0,lynzi s funeral this morning really dreading this still can t believe she s gone
1037108,0,lyric cafe should be an hour long thirty mins is just a teaser soon as get in a groove the show is over
1037109,1,lyrics are finished http tinyurl com dmay9x
1037110,1,lyx is cool 
1037111,0,lyzi i wish u were coming to the concert on saturday dont be sad were going again 
1037112,1,lz7 r u the best eve better then any thing and when are u comeing back to bude the gig in budehaven was fab xx u r the best
1037113,0,m amp l are takin kuzco on a little road trip don t think he likes it very much
1037114,1,m wildbar owns the dance floor in the early hours yesterday
1037115,1,m back after a long time 
1037116,1,m beat feat general levy incredible a classic jungle tune http reggaenews de wordpress archives 551 iki iki
1037117,0,m bored its so fuckin hot here 
1037118,0,m bored its very hot here n nothin s interestin me now 
1037119,0,m did u fart in my office 
1037120,1,m going to the beach
1037121,0,m grandma is rather difficult and oh my goshhhh where did that french air plane go 
1037122,0,m havin a headache dunno da reason tho 
1037123,0,m having bad cold today huhu
1037124,0,m is the only thing i know like the back of my hand
1037125,1,m logging out now gotta go sleep gn sd guys sleep tight tty 2mrw byeeee 
1037126,0,m movin 2 the vet clinic 2 be live in staff ill b on call at the clinic from noon on sat till 7am on mon no more full moon on weekends
1037127,1,m off studying again
1037128,1,m remembered her old routine as a hostess http yfrog com 3xynqj
1037129,0,m scared he s gonna hurt me
1037130,0,m thinking hard if quot he s just not into me quot and if i really follow the book who else left to be into me now u tell me 
1037131,0,m very upset these days my pets sweety and shera passed away missing them a lot
1037132,0, m working on a logo on photoshop amp it didn t work out hehe try again lah 
1037133,1,m amp d s in the rain should be fun
1037134,1,m a c blacktied my favorite black eyeshadow right now 
1037135,0,m i a pj beasties thievery volta bat4lashes bandofhorses i enjoy this line up http bit ly 16lugx too bad it s in san fran
1037136,1,m i nh y vï ½ nghe th y ch xi n gï ½ gï ½ y m t sï ½ng r hï ½ hï ½ hï ½
1037137,0,m0rning twitts i reallly d0nt wanna get 0ut 0f bed
1037138,1,m0sx well thats sweet
1037139,0,m1 9p s swiftech cpu pump developed a leak it maybe bye bye cpu nd or motherboard
1037140,0,m25 at a standstill westbound after a12 http twitpic com 552nm
1037141,0, ma baby girl and sister in law just left 
1037142,0,ma brithday was amazing but feel like shit
1037143,1,ma come si usa questo network 
1037144,0,ma computer has ttl fukd up to the max lyk bad times
1037145,0,ma ex bf and ma friend r goin out and they r cumin round now should b fun not haha
1037146,1,ma homeboy says im too busy and because i do everything 4 myself im gonna get to the top and end up alone lol i just need some courtship
1037147,0,ma husband tells me his goin out how sad leavin me hangin lik dis grrr
1037148,1,ma page facebook http www facebook com jmabrassart seti pas cool 
1037149,0,ma phone is no sendin ta twitter it makes for some very sad
1037150,1,m a sunat cineva de la partidul democrat sä mä ã ntrebe dacä am fost la vot i am zis sä mä urmä reascä pe twitter dacä vrea sä afle 
1037151,0,ma throat hurts 
1037152,1,ma uit la the dark knight cred ca a 100 oara oricum o sa am timp mai mult in urmatoarea perioada cred ca imi prinde bine
1037153,0,mã r megvan the original size if you have a pro account 
1037154,1,mã nh pháº i can ä áº m lãªn dã m mæ æ á c thã pháº i dã m hã nh ä á ng sá gã tháº t báº i
1037155,0,maaaaaaaaajor headache it s so gloomy outside just gonna lounge today whoopiiiiii 
1037156,0,maaaaaaaaths test next going to fail again
1037157,0,maaaaaaan talk about tired 
1037158,1,maaaaaan friends good timez
1037159,0,maaaaaan what a lovely day shame that the ice cream man near our workplace decided there was business elsewhere before we got a 99
1037160,0,maaaaan i was trying hard 2 loge in a huge mistake instead of asomy i registered as asmoy huh lt lt asma al hussaini
1037161,0,maaaaan seattle where d you put all that sunshine i am not liking this overcast crap 
1037162,0,maaaaannn i gotta go to work this morning i d rather be watching the today show 
1037163,0,maaaan i hate that i m trying to be erased
1037164,0,maaaan all i want is for the lakers to lose now wishd the cavs were in 
1037165,0,maaaan this pillow snells exactly like her miss my baby
1037166,0,maaaann that loss was depressing
1037167,0,maaan i feel so bad i m suchha bad friend nawwww
1037168,0,maaan i thoguth zac was going to be in snl
1037169,0,maaan tonight was actaully amazing i ve literally just stopped crying team hot stuff gotta say i think we bet last years p
1037170,0,maaan college is a bit dire today ohh nvm new people in my class i ve a frog in my throat
1037171,1,maaate grooovin was off the chain uploading videos to youtube www youtube com sluzzaa go watch 
1037172,1,maahvianai go now this morning i m going to church after i dont know lol good night tweets later come back
1037173,0,maan strep throat is the worst
1037174,1,maasai hip hop rap still makes me smile breaking your assumptions wonder if it s on spotify 
1037175,1,maatchbox twentyy i blinded my right eye with eye makeup remover
1037176,0,maaths exam today
1037177,0,mabel got me drunk last night she s already told me i have to do 4 shots with her 2night i don t even do shots oh no 
1037178,0,mabry is sleeping soundly in her miracleblanket little does she know she has some serious shots tomorrow 
1037179,1,mabuhay manny mabuhay pilipinas we are proud of you manny 
1037180,1,mac amp cheese sorry tom it just popped to my head as i haven t had it in a very long time and its delicioussss x you like 
1037181,1,mac and cheese clementine soda and the first x men movie wow this lunch is amazing wow this movie s effects were horrible 
1037182,1,mac commercials rock so glad i m one
1037183,1,mac f amp f sale is on now 
1037184,0,mac is down again
1037185,1,mac makeup store
1037186,0,mac mini much slower editing video on going to get this uploaded amp then 18 holes w my bros always love hanging w them
1037187,1,mac n cheese pizza then donating hit me up 
1037188,1,mac osx select boot disk during startup a little help
1037189,0,mac power supply is broken bummer really don t want to have to buy a new one got no choice though
1037190,0,mac q how do i undo like if i just deleted something b c i hit crtl x instead of command x how do i get my tweet back 
1037191,0,mac studio sculpt i do not like you you did make me break out grrr 
1037192,1,mac users are privileged i am not having my cereal
1037193,1,mac workshop in la w sister 
1037194,0,maca just kicked a hole in the wall hhahahaahhahahaha if only my twitpic worked
1037195,0,macaroni and cheese puke 
1037196,1,macaroni and hotdogs best combo ever yummy 
1037197,0,macbook i915 kms stale epic fail
1037198,0,macbook air will only boot in safe mode after 10 5 7 update last night looks like a day of comp fixing ahead
1037199,0,macbook does not want to turn on
1037200,0,macbook fail literally
1037201,0,macbook has a tiny teency chink in the top aluminium 3 pin plug was left on top of it lol
1037202,0,macbook plantã icã ne dossier clignotant au redã marrage i ve got a bad feeling about this 
1037203,0,macbook pro arrives next week shipping from china is slow
1037204,0,macbook pro back in action after second logic board in as many years apple fail don t get me wrong though i wouldn t have any other
1037205,0,macbook pro death typical timing right before a long weekend also related backup fail and spotify mcafee fail need beer 
1037206,1,macbook pro speeds better get a bump at apple s wwdc on the 8th its time to order me one x9000
1037207,0,macbook pro why are you still in shanghai china i want you now 
1037208,1,maccas for dinner hah im just so healthy 
1037209,1,maccas for tea and now drinking a scotch and coke time to start packing
1037210,1,macgyver bestest was the a team http tr im jafr we played a team in the forest with my brother and friends
1037211,0,machine 0 0 0 lol the farmer dance lol puke walton p bill walton come back to broadcasting we miss you
1037212,1,mack maine how are you feeling thanx amber frost
1037213,1,mackie manhattan is in the building
1037214,0,mac s getting piv integration http tinyurl com n7cdzb too late for me as just got issued dell laptop with xp and piv card reader 
1037215,0,macs gon die soon n anybody have a spear charger lmao
1037216,0,mactheripper is a dead horse sad to say never releases any updates just begs for amp discs to test ripit works dvdshrink works too
1037217,1,maculele ready to release
1037218,0,macy gray fake concert at florianopolis tonight she sang just 2 playback songs spend money for nothing i feel cheated
1037219,0,macys cryingggg omg im sad now
1037220,0,mad myself 4 fallin 4 some1 that is impossible 2 be mine here at work wish he was mine can t stop think bout him shm 
1037221,0,mad the world hatin lyfe i knew today was gonna be horrible i shoulda jus stayed in bed
1037222,0,mad ebstar1 cuz shes not gonna be in ny for my bday
1037223,1,mad as i m in aratula woo ten percent of the way 
1037224,1,mad as shit i went to get gas at wawa and it fricken overflowed and got on my juicy shoes smh atleast i got my money back free gass
1037225,0,mad at aim it doesn t let mi im mi ash i miss him wahhhhhhhhhhhhhhhhhhhh blah blahahahahaha
1037226,0,mad at mommy shes a meany
1037227,0,mad at my mom
1037228,0,mad at my mom for waking me up at 4 o clock becuz i left my game on maaaaan now i can t sleep great gt 0
1037229,0,mad at myself one false variable the whole price demand function paf is wrong aaaaahh 
1037230,0,mad at unisom for leaving me high and dry from 2 30 to 5 30 this morning 
1037231,0,mad because gdc chat got cancelled 
1037232,0,mad because it s raining outside which means i can t hit the open road today
1037233,0,mad cause i cant see the awards on tv
1037234,0,mad cause i ve waited practicly 3 days 4 the jailbreak and what it seems like is they only made the version 4 mac not pc
1037235,0,mad cuz its time 2 go bak 2 work
1037236,0,mad fcking happy someone seems so grow alot fatter maybe i should get a brownberry
1037237,0,mad hangover patron to the head aint good
1037238,0,mad hw to do
1037239,0,mad i aint fall back asleep smh up talkin 2 my sis chichiglacierz my nephew is there and i m mad about it lol missmy gizmo
1037240,0,mad i can t go to the cubs vs sox game today with my family because i have to work tomorrow grr
1037241,0,mad its rainin i hope its ok for the bbq tomorrow
1037242,0,mad mad day somebody might steal my weekend i hate being in pune over weekends it sucks
1037243,0,mad my rinstones is falling off
1037244,0,mad rainy my adidas are fucked up
1037245,0,mad starving bapak penjual bacang cepatlah datang
1037246,0,mad that i couldn t walk this am hopefully ill catch up later in the day
1037247,0,mad that i missed church today once again 
1037248,0,mad that ive missed every conan show this week except for tonite yes 
1037249,0,mad that melo lost bout 2 watch dance flick crzy f nite good nite 
1037250,0,mad that my brother gets to skip school tomorrow and go to six flags with church not fair 
1037251,0,mad that my cable dsl are all out i guess this is what they mean my three in one now i have to sit here and wait for a technician
1037252,0,mad that the cavs r losing but still love lebron 
1037253,0,mad this stupid meducine isnt helping any 
1037254,1,mad tired sleep dance tomorrow cells good 
1037255,0,mad tireddd yo i missed 11 11 and larry king live 
1037256,0,mad we came across eachother once amp never spoke again bummer gt o hungrykryzzy amp ashleynikoole you have no proof of that 
1037257,1,mad world song which helps me to http bit ly czxqs
1037258,1,madagaskar 2 rocks truly wonder why i took so long to watch it
1037259,1,madam sniggles gave birth four healthy baby bunnies
1037260,1,madame butterfly was fantastic awesome decor great to see old univ friend singing kate s character well done janelle 
1037261,0,madcatz fightstick te has arrived but i only managed to get 5 units and they have all been pre booked next batch shud be in next 
1037262,1,madcon s quot beggin quot is such a good freeway song
1037263,0,madd acheee
1037264,0,madd hungry but ain t no food in sighttt
1037265,0,madd wake had the worst toothache lastnight have to study for my psych exam
1037266,0,maddd hot
1037267,0,maddie is back home and doing very well all things considered there s been a lot of vomiting though
1037268,0,maddie is sick and got sent home from school today 1st day of eog s too poor baby
1037269,1,maddie took the dating quiz http rateitall com q 109
1037270,1,maddin s finally back missed him so much today having a grillparty with my brother
1037271,1,made 100 in one weekend of babysitting sooooo good 
1037272,0,made 175 bucks for some pictures of a local karate master goin to bed soon cuz i have to work at 6 am
1037273,1,made 2 bags so far hand made yo they only keep improving
1037274,1,made 20 bpqirs of earrings yesterday making the count 90 yay 10 more to go also made an anklet 
1037275,1,made 3 sets of earrings and a necklace today
1037276,0,made 32 cupcakes today cannot eat cupcakes f u dairy free diet
1037277,1,made a backup youtube page its going to have new stories on it http www youtube com fearlesslovex3
1037278,0,made a bajillion spam musubis funfetti brownie and funfetti cupcakes with roomies yumena and mizuka cindy s last day
1037279,1,made a banana apple cranberry smoothie with a calcium omega 3 rich soymilk and ohmygod it is delicious
1037280,1,made a big dent in my research when i finish this review i m rewarding myself with food 
1037281,0,made a booboo destroyed physical property in the office
1037282,0,made a bracelet and took pics why no blog school comes first
1037283,0,made a carrot cake today for the first time totally stuffed up the cream cheese frosting well more like runny icing
1037284,0,made a custom order item but the item is 0 5 inch shorter than the requested size i m shocked failed in pattern making
1037285,0,made a hanging basket and got some strawberry plants today shame about the rest of the garden though
1037286,0,made a large breakfast for me garlic rice w scrambled eggs topped w asiago cheese yummy but my rice always ends up soggy
1037287,1,made a last minute trip to the local comic book store tee hee i have some good stuff 
1037288,1,made a model for tomorrow now it is time to edit some old maps 
1037289,0,made a tasty soup to make me feel better it did then i ate too much and now have tummy ache
1037290,1,made a time table for blogging for the first time hope it works well for me
1037291,1,made a video editing it noww if this stupid video editing program will work gt lt 
1037292,0,made about 4 progress in metroid prime 3 then met an untimely game over screen 
1037293,0,made all this chicken soup and i dun want none i don t want nuffin i dun want food
1037294,1,made an account to officially follow tom the twitterer 
1037295,1,made an appointment to look at houses to build this week extremely excited i m gonna be a home owner soon 
1037296,1,made an awesome dinner and put my 5 week old son to bed im hoping for another 5 5 hour stretch of straight sleep tonight
1037297,0,made an incredible shrimp and steak salad i m only missing my ginger beer dressing from liberty 
1037298,1,made another background love it more than the 1st think ima head of to sleep ni night
1037299,1,made anothr cake today and sat in the sun for a bit i cuold get used to this
1037300,1,made awesome palak paneer at home m not so bad at cooking after all
1037301,1,made banana bread oatmeal raisin cookies and now i m making my own double pointed needles
1037302,1,made bed now had food decided to have shower then onto revision 
1037303,0,made blueberry muffins from scratch now on to the mountainous pile of laundry
1037304,1,made breakfast for bf went to sears to pass my drivers test stayed with minh for a lil sauna amp spa with aunt uncle amp mom finally home
1037305,0,made careless mistakes in her accounting quiz 
1037306,1,made chocolate chip cookies wiff my munchkin going to see up and eat at red robin 
1037307,1,made cupcakes with little powdered sugar hearts they re so cute
1037308,1,made cupcakes on the first night of winter
1037309,1,made dinner for my honey he s the best i ve ever had
1037310,0,made epic trek to the halal subway sweet onion chicken teryaki on italian herbs amp cheese bread upset that i ate it all none left
1037311,1,made everybody pancakes this morning went down very well
1037312,0,made friends with my ebay seller and now i feel awkward complaining that i ve recieved a faulty item damn you charming power seller 
1037313,1,made good use of birthday money and got some nice new make up it feels like its been a very productive day 
1037314,0,made her dinner far too salty 
1037315,0,made home made sopes from scratch today now i m too tired and bloated to move lol
1037316,1,made it 2 the va center helped unload the water stop truck got a big bowl of coldstone coffee ice cream amp strawberries w nora amp lola 
1037317,1,made it back to town safely
1037318,1,made it for the encore of quot the brains quot punk band on cortes last night super fun to be in a mosh pit it s been a while
1037319,0,made it home spent 3150 in the past 14 hours ouch plus i managed to miss cooten s wedding bad denis
1037320,1,made it home at 3 am good job love dane and love spike
1037321,0,made it home safe hope my friends do
1037322,0,made it home i am tired i received my order from kodakgallery and it was damaged in shipment sad i have to call customer service 
1037323,1,made it into one of the best choirs in new york so excited to get to see tiff in a few hours 
1037324,1,made it into the barnard magazine and is feeling absurdly cool about it
1037325,0,made it into the mob tonight on the live 1 vs 100 on xbl wish the prizes were real though not in beta unfortunately 
1037326,1,made it into work this morning yay for me it looks as though the sun was attempting to come up with me maybe next week good morning 
1037327,1,made it onto flight just in time thank you sexy dude at counter for liking my smile
1037328,0,made it onto the bus no coffee since i can t pee didn t sleep well have headache and feel nauseated pity city
1037329,1,made it past the border customs said someone else came through for a philosophy bbq last night 
1037330,0,made it safe to atlanta brother and sister need so much help i need the internets
1037331,1,made it through an entire day of evaluating at comp cards without one papercut we call that a win ouch nevermind 
1037332,0,made it through the weekend i was really depressed the last few days not excited about work though another week here we come 
1037333,1,made it to quot the hangover quot screening my kid s part is the only g rated role in this flick look for the oldest flower girl near the end 
1037334,1,made it to animal collective 
1037335,0,made it to annexe 10min late full house so i m doomed to watch frm outside no sound it s mute very disappointed
1037336,1,made it to atlanta next stop dallas woohoo
1037337,0,made it to atlanta my little big brother on his flight to orlando i kinda just wanna go home
1037338,1,made it to cali now headed to eat at olive garden
1037339,1,made it to california 
1037340,1,made it to canada safely
1037341,0,made it to church early shocking hope everyone enjoys the first day of summer and father s day flowers on the altar in mem of dad
1037342,0,made it to faberge but all the imperial blue faberge egg s had gone
1037343,1,made it to fannett safe and sound think i m gonna take a nap 
1037344,1,made it to indiespotting http bit ly su52a also on the front page
1037345,1,made it to japan
1037346,1,made it to laguardia without getting lost thankfully 4am traffic tends to be light airport is zoo
1037347,1,made it to london going for indian food and a beer
1037348,1,made it to lunch only 40 more miles 
1037349,1,made it to massachusetts about 1 this mornin now what the hell am i supposed to do in this state oh mornin luv bugs 
1037350,0,made it to nashville hubby now captain of this boat i m having a hard time driving thru without seeing my sweet little cousins
1037351,0,made it to the court house but they won t let me in for another eleven minutes meanies 
1037352,0,made it to the end of the week but not the end of work have to go in this weekend and work on an sbs08 and hyper v install
1037353,0,made it to the finals and lost ur boy stepped up but it wasn t enough back to jersey http myloc me 27v8
1037354,0,made it to the grapevine officially 13 minutes behind schedule 
1037355,1,made it to the gym finally now i m sore 
1037356,1,made it to the hotel now just waiting for rodney to get here from miami 
1037357,1,made it to the land down under so happy to see vic and the fam
1037358,0,made it to the pool yesterday after work today i m not working and it s storming
1037359,1,made it to the right train with a little help ok a lot of help hard to believe i use to live here
1037360,0,made it to the train just in time wanted to stop and get a smoothie good job i didn t
1037361,1,made it to utah yeeyee
1037362,1,made it to vegas in 3hrs as promised
1037363,0,made it to wisconsin now off to golden corral again dang lol we missed the graduation tho dang 
1037364,0,made it to work tonight was so sick yesterday i called in 
1037365,0,made it to wrk hopefully it goes by quick ã 
1037366,1,made it turned in project guess i am gunna graduate
1037367,0,made it barely no digestives what held me up knitting needles ffs
1037368,1,made it safely back home thanks for all your prayers amp well wishes twitter fam
1037369,1,made kiev for dinner and am all garlicked out
1037370,1,made lunch for mummy and sammy
1037371,1,made my birthday cake it was two layers and it was amazing
1037372,1,made my day http img32 imageshack us img32 1802 200902111426r gif
1037373,1,made my first clay masterpiece today nothing says fun like smushing wet clay in your hands and making a total mess 
1037374,1,made my first deadline and i have to say i am quite happy with the progress made
1037375,0,made my first excursion lol out since friday photocopy lady laughed at me for peering too closely at the change i was giving her 
1037376,1,made my first meal in my new house mmmm wish i had real dishes haha
1037377,1,made my first sale just when i d pretty much given up
1037378,1,made my own espresso 100 guatemala time to go pay the bill
1037379,0,made my review now i have to learn it
1037380,1,made my rounds to see some of the fam bam 3 photoshoots left and then fly to hawaii life is epic
1037381,1,made my school talent show waaahoooo 
1037382,1,made my toast i m about to eat it
1037383,1,made my voice sound like there was an alien terminator dominator speaking it s such a crap actually but i hope it s going to be ok 
1037384,1,made my way to amsterdam the closer you get to this place the worse people drive they need to make a scientific study of this 
1037385,0,made myself a fresh papaya soyshake but it s not making the rain work gloom go away
1037386,1,made myself a necklace with handcuffs
1037387,0,made pancakes for the 1st time not bad if i say so myself now back to work
1037388,1,made papaya and coconut rice last night for supper we loved it
1037389,0,made peanut butter cookies again still not the same as my aunts thinking its a conspiracy
1037390,0,made perfect pancakes for tim and burned mine no breakfast for me 
1037391,1,made pictures of flowers some are pretty nice i think
1037392,1,made raw quot queso quot dip gotta say good stuff very yummy go me 
1037393,1,made sausage and cheese rolls and cranberry orange muffins today for 2moro s picnic
1037394,1,made scones amp amp banana bread surprizely i havnt aten any but still felt guilty so when for an hours jog burnt 1000 cals x
1037395,0,made scones out of soy flour turned out better then i thought and contemplating where ill be after wednesday
1037396,1,made some awesome apple crisp and peanutbutter cookies enjoying time with my man lt 3
1037397,1,made some chocolate covered strawberries earlier they are awesome now we re making some cookies im seriously going to get fat lol
1037398,0,made some delicious cookie dough but has no skill at baking trial and error time 
1037399,0,made some eggies in a basket watched my dog chase her tail in the yard it s cute until i realized it s because she is lonely out there
1037400,0,made some extra money instead of partying tonight with day 26 n keri hilson boo me wanted to party tonight
1037401,1,made some good money for 5 1 2 hrs worth of work not bad i needed that tonight good stuff after the murphys law week i had the other wk
1037402,1,made some new friends last night lolz
1037403,1,made sour cream cookies hubby just came in from mowing and gave them thumbs up 
1037404,0,made spin dip in vain eh din din tomorrow mo town philly back again
1037405,0,made tablet to a recipe found by itsdice epic fail
1037406,1,made tacos for dinner now a frosty and twilight a pretty g rated friday night
1037407,1,made the now attempting productivity more coffee yum yummo
1037408,1,made the cake without a recipe
1037409,1,made the dinner tom featured in he video too mmm with red wine yay
1037410,1,made the milestone me and bendotpelley don t have to start college over 
1037411,0,made the mistake of checking my work to do list it s looking very unlikely that i ll make it to the marketingprofs tweetup tomorrow 
1037412,0,made the mistake of going 2 get the mail amp opening ltr from mortgage co i dont understand now i ll never sleep 2 much worry 
1037413,0,made the mistake of looking at my birthday pictures 
1037414,0,made the mistake of putting my beach bag on my bed now there s sand in it booo goodnight world 
1037415,0,made the poor puppy throw up two earplugs and string are not good for puppies though had to be done
1037416,1,made the table no prob but they sent the wrong bloody chairs can t be arsed so out enjoying the sunshine
1037417,1,made the varsity cheer squad 
1037418,1,made the witch from firefox to safari 4 verdict super fast but i hate the tab closing though i don t think anyone gives a shit lol 
1037419,1,made this for you when i got home from wango tango http bit ly 1ujzq what a wonderful day 
1037420,0,made this my homeee pagee i hope you have fun at take 40 short stack extremely jealous 
1037421,1,made to work on time yes time to make some money
1037422,0,made toast its not the best but i can t believe were out of school next thursday so scary ahh don t want it to end 
1037423,1,made tons of progress on my gui final project a personal calendar thing takes a lot of the pressure off calling it good for today
1037424,1,made two fuzzy wuzzy scarves for the craft sale so far yay
1037425,1,made two new dresses out of old shirts
1037426,0,made up her mind she s gonna forget her frustrations and focus on her other goals in life so hard to give it up but i need move on 
1037427,0,madeleine is being bad http apps facebook com dogbook profile view 4153483
1037428,0,madlib at fabric pushed back to next tuesday still can t make it though http bit ly 9idwf
1037429,1,madness at friendlys right now literally a line around the restaraunt am i waiting in it of course bsweens and i
1037430,1,madtv made some funny steven seagal spoofs but the clips with some aikido demonstrations of him are cool too
1037431,1,mæ a to cáº chiá u nhã bãªn cáº nh khoan tæ á ng 1 tháº ng vá váº n tá nhiãªn xá c vã o phã²ng tháº t lã há i tá ä áº y ä á quot thiãªn thá i ä á a lá i nhã n hã²a quot x
